,Original_Text,Predicted_Value
10,reuters дан сообщен источник закрыт последн предыдущ месяц млн руб сбер mcxsber средн цен торг состоян мск индекс торгов акц пункт рынок ммвб фондов московск бирж лидер уровн mcxpikk декабр 221 127 примерн выш состав 15 лукойл mcxlkoh дня ртс mcxvsmo повыс 04 сравнен обь рубл mcxvtbr 235 остальн торгуем 053 158 составля сбербанк 097 096 mcxgazp автоматическ идут газпрома пикк пункта активн фб оборот акцийсбербанк газп ммвбэт mcxyndx 084 mcxsberp 035 бспа mcxbspb бспб русснфта ындx верхнесалд всм лкоh 043 262 втба втбр 252 ыандеx 341 фскеэса 237 сберп растетп 355 mcxkmaz кмаз 1005 камаз 168 паденияпика 234 1451 1564 943 6679 fxrletf 47080 0тqтффxд 8512 4069 1035 1110 0168 2353 1322 16456 роста0тqтффxcн 443882 51044 16029 11067 05651 03458 31205 257238 34113 143402 43398 004836 20391 29069 17495,-0.141958086189005
11,reuters дан сообщен 18 источник закрыт последн момент предыдущ месяц 33 млн руб сбер mcxsber 75 средн цен основн торг состоян мск индекс торгов акц пункт рынок ммвб фондов сектор московск бирж лидер mcxplzl выросл уровн бумаг декабр mcxgmkn гдр 072 примерн продолжа состав раст лукойл mcxlkoh наход дня ртс повыс сравнен максимальн обь рубл текущ 167 042 остальн 025 торгуем виде 26 797 составля сбербанк 242 минимальн 174 mcxgazp автоматическ 154 идут 625 181 значен 1300 пункта активн фб оборот мрсксз полюсзолот плзл газп ммвбэт 089 падения0тqифру000а0j русснфта обычн тмка mcxtrmk трмк лкоh роснефт mcxrosn росн гмкнорник гмкн 083 087 273 mcxmvid мвид 59 iqiwi 53 детскиймир mcxdsky дск акцийгазпрома фиве растетиндекс снизились 079 329 848 413 3486 2884 ростаашинскиймз 639 804 98682 95947 1186 1687 2159 1632 9852 2169 2251 1097656 5548 14043 330978 002635 3738 15515 6862 16222 110466 40205 7205 41936 7856 40991 15036 3548,0.280179037036543
12,reuters дан сообщен источник закрыт последн предыдущ месяц млн руб сбер mcxsber средн цен торг состоян мск 20 индекс торгов акц пункт рынок ммвб фондов московск бирж лидер mcxplzl уровн mcxpikk 119 001 ниж примерн ира состав пол лукойл mcxlkoh дня 182 ртс повыс сравнен обь рубл 074 остальн 30 торгуем июн 158 составля сбербанк polymetal 06 179 595 mcxgazp автоматическ 761 219 идут пикк 062 пункта активн фб оборот mcxpoly полюсзолот плзл газп новатэка mcxnvtk нвтк ммвбэт 028 1030 мрскцп 895 mcxselg селг мрсксиб лкоh роснефт mcxrosn росн 051 энелроса онросс 101 0267 731 3358 интерраоа mcxirao 492 44975 растетп акцийгазпрома 289 акрон mcxakrn акрн 3486 04896 3733 0231 4808 1342 паденияселигдар 794 ростапика 1415 11449 4208 12462 5197 3739 0556 132274 189159 3254 21311 16600 4838 10286 31711 31551 38445 6601 4875,0.18368951847474
13,reuters дан сообщен источник закрыт последн предыдущ месяц млн руб сбер mcxsber средн цен торг состоян мск индекс торгов акц 50 пункт рынок ммвб фондов московск бирж лидер уровн mcxgmkn примерн 66 выш состав 13 mcxphor 256 дня ртс повыс сравнен обь рубл апрел mcxvtbr 102 235 005 остальн 224 торгуем виде составля сбербанк mcxsngs 624 004 174 682 mcxgazp автоматическ 183 идут пункта активн фб оборот тгк mcxtgka газп ммвбэт 122 mcxyndx 047 1204 mcxsberp 1030 аптеки36и6 мрсксиб yandex ындx обычн роснефт mcxrosn росн 558 огк 2а гмкнорник гмкн mcxmvid мвид втбр сберп 203 растетп сургнфгз снгс акцийгазпрома 287 00078 2703 фосагроа пhор распадск mcxrasp расп 796 падениям 4601 1643 634 1695 1222 649 роставтба 2324 2074 2007 105432 821487 002429 88392 24635 2822 17682 262835 02895 39005 4216 04391 145495 67398 22118 28681 7490 20929 18865,0.102345486275513
14,reuters дан сообщен источник закрыт последн момент предыдущ месяц 33 млн руб рост сбер mcxsber средн цен основн торг состоян мск индекс торгов акц пункт рынок ммвб фондов сектор московск бирж лидер выросл уровн бумаг mcxgmkn гдр 194 ниж примерн состав 10 mcxphor 7194 дня ртс повыс сравнен максимальн обь рубл апрел текущ mcxvtbr 042 остальн 068 торгуем составля сбербанк 349 минимальн 94 mcxgazp автоматическ 51 идут газпрома значен 1300 пункта активн фб оборот тгк mcxtgka акцийсбербанк газп ммвбэт mcxyndx 46 mcxsberp ашинскиймз yandex ындx ростамрсксиб мрскур роснефт mcxrosn росн 262 гмкнорник гмкн 284 втба втбр 744 сберп 066 корректир агро вниз 274 1818 732 растетиндекс снизились 2419 фосагроа пhор распадск mcxrasp расп 283 278 532 падениятгк 842 576 38385 лентадр 1879 12151 1632 2055 16272 16816 45875 33096 105237 106185 100653 4217549 03285 3387 01442 0024175 377909 7935 113922 0007684 6325 10464 11584 1718 95555 1228772 25312 80804 23096 268099 149146 21590,0.0424994862904256
15,reuters дан сообщен источник закрыт последн момент предыдущ месяц млн руб рост сбер mcxsber 16 средн цен основн торг состоян мск 20 индекс торгов акц 50 пункт рынок мосбирж ммвб фондов сектор московск бирж лидер mcxplzl выросл уровн 14 бумаг mcxmgnt 009 mcxpikk аэрофлот mcxaflt 057 январ 018 примерн выш состав 103 338 лукойл mcxlkoh дня ртс повыс 74 1053 сравнен максимальн обь рубл текущ 167 85 остальн 088 138 торгуем составля 097 022 900 08 минимальн 682 mcxgazp 471 автоматическ идут газпрома пикк значен 1300 пункта активн фб оборот тгк акцийсбербанк полюсзолот плзл газп ммвбэт 322 148 падения0тqифру000а0j бспа mcxbspb бспб селигдар mcxselg селг 033 1006 мрскур лкоh магнита мгнт 298 mcxsvav сва 192 афлт 085 034 еврплана корректир 253 275 ростасоллерс вниз пика 2838 растетиндекс снизились 6171 102979 101223 1016 102056 1645952 2505 10644 10217 28793 14159 23392 495 10082 000298 01778 15256 412652 16625 108505 81365 4657 70157 40775 57496,0.221693351039299
16,продаж устройств количествен выражен денежн сократ мтс добавл месяц год рф прода млрд руб деньг аналогичн период прошл такж рост дол увелич тыс средн 19 котор пользовател выбор 20 торгов мен спрос банк количеств снижен выросл 40 21 вдво мер дополнительн состав 15 аналитик динамик ма 13 23 10 инструмент дела доступн сто производител сравнен финансов 80 отношен стоимост апрел квартал введен открыт собствен снят центр 247 29 137 июн отмеча накоплен 308 привлечен полугод nasdaq кредит 198 году 2020 51 польз лидир 181 61 2019 выда объясня 255 трат куп наличн частност жител 144 covid апреле 164 apple 222 223 ограничительн 93 nasdaqaapl aapl длительн huawei samsung смартфон xiaomi гаджет отложен ks005930 005930 лидирова натуральн девайс honor выражении отдых,-0.371548398655558
17,reuters 24 18 мтс mcxmtss 27 яндекс mcxsber российск 16 цен mcx sber investing com паден вторник мск индекс благодар акц group подорожа повышен геополитическ риск пункт снижен рынок мосбирж московск бирж полюс mcxplzl 14 mcxmgnt plzl mgnt аэрофлот mcxaflt aflt 12 mtss миров нефтян демонстрир улучшен состав позитивн динамик 13 лукойл mcxlkoh lkoh 36 голуб фишек расписк магнит 17 11 сильн большинств предел подготов текст тимур ал локальн интер ра ozon mcxozondr ozondr коррекцион 075 сбербанк mcxsngs sngs polymetal умерен 08 holding наканун 07 алрос mcxalrs alrs сургутнефтегаз новатэк mcxpoly mcxnvtk mcxyndx yndx откр ситуац 46 роснефт mcxrosn nvtk mcxirao rosn tcs mcxtcsgdr tcsgdr blue irao chips poly площадках 0701 325953,0.122214974978049
18,reuters след дан компан 2024 год яндекс mcxydex 2023 ыдеx investing com выросл 22 кварта компании квартал чист отчита прибыл,-0.196262440825821
19,reuters рынк след дан компан 24 актив 18 сред начал мтс год млн общ сумм 27 млрд руб яндекс сбер российск 2023 котор поэт чита investing com торг доллар сша пишет состоян 20 конц валют фонд стал мен акц инвестор получ рынок счет бумаг магн 40 21 000 140 оказа 2022 состав 103 брокер инвестиц списк совкомфлот рбк дивиденд 13 выплат числ 10 инструмент telegram вконтакте лукойл 36 28 объем перв втор наибол расписк 65 31 11 достиг санкц китайск обь наибольш дал финансов получен направ введен подготов дни клиент средств зарубежн реш текст тимур ал 136 газпр интер ра 26 июн оценива феврал сбербанк облигац трет обратн приостанов тинькофф lontcsq брокерск тcсq 535 финальн идут валютн евр покупок заня мест 556 459 46 роснефт влож 225 человек евросоюз татнефт популярн отда предпочтен проанализирова распоряд реинвестирован 1487 привод 30348 275 реинвестирова вывест купл квазироссийск реинствестирова юан строчк гонконгск,-0.286896947459759
20,reuters сообщен 2024 млн тыс 2023 сентябр ожида недел 12 54 2022 2025 15 выплат купон течен доход выпуск ближайш 42 автоматическ capital 09 mcxyndx yndx 46 ыандеx 2026 выплатразмер rub0 rub03 usd0 усдэт еврооблигацийдатаэмитентвыпускразмер rub06 usd06 structured products plcbcs струcтуред ев0 плcржд евро67425 rub4495 евро342 usd750 облигацию03 2022рзд 2022yandex usd05 2022brokercreditservice usd09 ев7057 usd8822,0.342322899759827
21,рынк след дан нача сообщ планир разработк одн нов момент млн общ сумм руб подписк имеет эт котор счита чита investing com ход отмет недел длин глав получ 14 соответств президент ввест срок согласн дополнительн компенсац росс инвестиц рбк ссылк наш позвол портфел выплат 10 редакцииесл ищет платформ легкост анализирова рыночн инструмент отбира имен те подход ваш стил инвестирован дела автор предлага воспользова investingpro дар купон скидк двухгодов рутрадерс4евер забудьт специальн пол оформлен оплат telegram вконтакте 28 работ перв предложен владимир путин послан федеральн собран лет услов защит экономик финансов настоя сдела размер лиц предлож текущ трех продукт март важн зампред комитет госдум рассмотрет сообща 29 учитыва закон феврал сбербанк долгосрочн соответствен установл параметр совокупн коротк свыш готов запуст ждем значен закреп законодательн оперативн дума внес дета гот анатол сберегательн кирилл чье страхов поручен закреплен безотзывн сертификат возмещен аксакова аксаков постара оглашен застрахова вкладчик срочност страховк выписа сберсертификат сертификатам царев,-0.306321475112467
22,reuters дан сообщен источник закрыт последн момент предыдущ месяц млн руб сбер mcxsber средн цен основн торг состоян мск 20 индекс торгов акц сниз пункт рынок ммвб фондов сектор московск бирж лидер mcxplzl уровн 14 бумаг mcxgmkn 127 140 001 снижа ниж примерн продолжа состав ноябр лукойл mcxlkoh 28 дня 069 ртс 037 середин сравнен 37 максимальн обь рубл текущ 55 235 остальн торгуем 053 составля 169 118 пониз минимальн 304 297 mcxgazp автоматическ идут 181 135 газпрома значен пункта активн фб выросли оборот тгк моэск mcxmsrs мсрс акцийсбербанк полюсзолот плзл газп новатэка mcxnvtk нвтк ммвбэт 213 mcxyndx мрскцп ындx 1600 обычн 43 лкоh роснефт mcxrosn росн 02 mcxsvav сва русгидр mcxhydr hыдр снижаетсяк гмкнорник гмкн 345 10338 1705 ростасоллерс 386 274 168 двмпа паденияыандеx 472 1945 0tqifru000a0j 1014 3059 000242 112162 113318 112039 194718 19336 294312 6868 89398 32875 97932 1164 7515 02172 5809 07732 1023 13492 445816 4606 148177 16813 113376 6994 95863 14578 86356,0.286169948183535
23,reuters проект компан нача актив управлен решен показател мтс mcxmtss оператор специалист уточн представител мтсс возможн год млн прошл такж российск экосист чита оригинальн стат сайт ран фонд стал инвестор рынок лидер стран сво программ руководств росс инвестицион сотов эксперт топ учет платформ наход заяв отрасл продукт участник сделк банковск переда частн интернет цифров технологическ центр выдел трем блокчейн разработчикаморгкомитет blockchain accelerator объяв победител использован ai squarefi ориентирова брикс финтех 1ndex автоматизир выпуск складск расписок амбар интенсивн трехмесячн обучен ведущ индустр презентова питч внешн венчурн выбра стартап получат комплексн сопровожден интеграц оргкомитет руководител вещ павел федос it разработа способн прибор электроэнерг занижен менеджер сервис выяв сотн нелегальн майнингов ферм bits media,-0.412034906575869
24,компан сообщен решен mcxmtss млн общ сумм млрд руб развит департамент 25 05 ожида банк московск па застройщик телесистем регион прост четверг 13 инвестицион выплат купон строительн самолет 01 04 03 экономик доход продукт март муниципальн выпуск 26 облигац финанс 349 06 автоматическ город образован 02 завод 4b02 орловск эмитентвыпускразмер всегоразмер рубминистерств rub3241 пао4б02 лизинг ооо4б02 ао4б02 rub2306 рубмобильн паомтсс 04715 рублизингов рубадминистрац рубспециализирова rub4488 рубэт рубгрупп rub187 рубнефтегазов славнефт 00221 00371 rub822 36419 ооо4cде rub2992 rub364 16493 ао4cде трубопрокатн 00182 белгородск rub1446 001п1496 родел 19014 rub369 rub374 rub1233 001п15 томск h0 рубправительств р11968 рубчелябинск 002п822 rub625 rub2418 контейнерн 03287 00308 001п324 рубрегион 36393 зао4б02 рубгк 001п1608 rub4986 rub935 рубдиректлизинг 36241 001п546 рубрусск 85008 001п1209 001п2157 rub2157 руббрайт 00403 rub1608 рубвсероссийск 05987 краснодарру34003кра12672 rub167 rub1496 облигациюресо рубмэр rub4413 рубсуэк рубикс 001п7854 рубай тек 20488 001п723 rub4787 рубор 00412 001п369 областиру34001орл07245 rub1449 областиру34011моо023375 областиру34062тмс01309 энк 00479 р249 rub1421 001п4488 00453 новосибирскару35007нсб12465 001p4413 001п507 рубкаскад 001п1845 001п188 областиру34016бел06395,-0.43215333138774
25,reuters заверш производств рынк итог 18 сред показател закрыт момент рф яндекс рост mcxsber друг российск 16 цен котор mcx sber investing com золот торг месячн паден укреплен сесс фьючерс индекс практическ стал акц подорожа сниз количеств рынок закр ммвб прибав фондов счет сектор телекоммуникац нефт газ московск бирж подня лидер компонент сегодняшн отметк котировк полюс па mcxplzl выросл уровн бумаг plzl упа афк систем mcxafks afks превыс изменились волатильн формир основ торговл опцион вырос поставк декабр достигнув тройск унц каса товар wti баррел brent январ баррель межд форекс пар usdrub eurrub usd опуст 072 максимума максимум четверг историческ северстал mcxchmf chmf 041 плюс повыс 110 235 046 005 оа 030 095 сбербанк телекоммуникаций подешевевш прив 013 mcxyndx yndx 255 mcxsberp sberp 296 162 051 112 2700 9300 034 524 222 4550 1070 1096 707 1261 1082 5722 19106 22005 88450 0340 12980 89000 28532 6395 592827 690130 9445,0.249568442870976
26,сообщ источник планир мтс mcxmtss мтсс предыдущ год сумм млрд мск июл сентябр ставк биржев банк базисн пункт рынок московск 180 14 афк систем afks сер врем 15 13 долгов 10 купон объем наход четыр кредитн эмитент ренессанс года запланирова финансов прем выступа настоя рубл cbom открыт обращен выпуск сентября офз рынке размест облигац размещен бонд капита moex заявок провест пройдет выход летн ак первичн интерфакс сбор 1500 markets го 1100 ориентир sberbank 635 годовых 001р 195 оферт солид организатор ифк техразмещен барс россельхозбанк cib bcs global трехлетн держав akbr рублейафк универ 1282 соорганизатор,-0.471716246896376
27,reuters дан сообщен источник закрыт последн предыдущ месяц млн руб сбер mcxsber средн цен торг состоян мск 20 индекс торгов акц пункт рынок ммвб фондов московск бирж лидер уровн аэрофлот mcxaflt 057 388 ниж примерн ира состав 442 лукойл mcxlkoh mcxphor 193 дня ртс повыс сравнен обь рубл март mcxvtbr остальн 30 157 торгуем 797 составля сбербанк 84 149 465 mcxgazp 95 mcxsngsp автоматическ 44 идут пункта активн фб оборот тгк mcxtgka газп новатэка mcxnvtk нвтк ммвбэт 526 mcxyndx 325 1030 русснфта yandex ындx лкоh огк 2а афлт втба втбр 1022 mcxirao 237 растетп сургнфгз снгсп акцийгазпрома mcxkmaz кмаз камаз mcxakrn акрн 989 фосагроа пhор 2009 1151 паденияакрон ростаинтерраоа 1295 443 1226 12024 2172 5038 1036 4452 1077 7985 3583 2050 7138 5048 5726 93207 474532 23885 0006942 03561 16362 23698 21005 47814 14616 86306 13447 83784 35854 5017 001714,0.151049537620393
28,reuters производств рынк крупн дан актив сред сообщ денежн слов уточн представител возможн момент год млн сумм руб друг 75 тыс цен 19 вход эт котор пользовател чита investing com золот сша ход времен сентябр экономическ стал глав инвестор будут прав промышлен бирж лидер бумаг систем 000 стран пят международн должн срок росс состав списк исключ динамик наш коммерсант числ 10 предлага telegram вконтакте втор хот лет сказа 11 больш дел обь завис заяв рамк дал необходим финансов стоимост лиц предлож окол юрисдикц распространя подготов участник запрос комисс важн новост обзоре операц перевод призва великобритан the times обращен тh текст тимур ал цифров восточн сообща выпуск электроэнерг майнингов 150 прошедш составля сбербанк образ форум отчетн истор 900 криптовалют публикац доступ огранич 198 обязательств журналист социальн двухдневн внедрен идут объект транзакц продава нью требован плат интерв обм снача мест разбирательств гражда sec подключа издан судебн сист человек привяза джон минэнерг юридическ настойчив владельц жител 53 уточня держател внедр вообщ цфа выпуст погашен смож заплат криптовалютн биткоин 510 economic btc недискриминацион кратчайш ри 2028 никола шульгин ток издание неизвестн майнер g20 криптоактив электросет жкх двадцатк carf саммит регулирова юрисдикциями кг адвокат ripple дитон xrp австралийц канадц разр риппл 0074 колин ву,-0.299995139581146
29,reuters заверш производств рынк компан итог сред показател август закрыт момент рф рост друг российск цен 19 котор mcx investing com золот торг месячн паден укреплен сесс фьючерс индекс практическ сентябр стал акц подорожа сниз количеств рынок закр ммвб прибав фондов счет сектор горнодобыва промышлен телекоммуникац нефт московск бирж подня лидер компонент сегодняшн отметк котировк полюс mcxplzl выросл уровн бумаг магн mcxmgnt plzl mgnt пик mcxpikk упа pikk превыс минус изменились волатильн формир основ торговл опцион 21 поставк достигнув тройск унц каса товар wti баррел brent баррель межд форекс пар usdrub eurrub usd опуст максимума максимум 107 групп промышленности мечел mcxmtlr mtlr 054 пятниц 058 оа 1150 120 053 116 118 004 640 mcxmagn magn 7200 183 219 117 290 089 1100 ммк 085 101 1332 328 645 324 1038 514 436 4900 4662 дикс mcxdixy dixy 9258 22768 22500 29840 1750 14150 34350 591292 678010 9505,0.231830276655483
30,компан нача итог актив сообщен корпоративн сообщ говор август работа месяц год млн млрд руб период рост сбер увелич основн com фон торгов количеств процентн счет выросл вырос 54 организац увеличен обслуживан состав 13 портфел числ 10 объем кредитн розничн 1094 восем доход приб 109 клиент чист reutersinvesting сбербанк отчетн капита заработа 169 155 105 трлн 259 финансирован активн 09 человек 262 обеспеч 171 32 81 236 рентабельн 1427 комиссион 4858 эквайринг расчетно кассов документарн операций,-0.241166745106054
31,reuters дан сообщен источник закрыт последн момент предыдущ месяц млн руб сбер mcxsber средн цен основн торг 25 состоян мск 20 индекс торгов акц сниз пункт снижен рынок ммвб фондов сектор московск бирж лидер уровн 14 бумаг mcxmgnt 057 декабр mcxgmkn гдр 002 ниж примерн состав 13 лукойл mcxlkoh дня ртс 054 65 17 сравнен максимальн обь рубл текущ 110 081 046 остальн 077 003 1430 торгуем виде составля 139 сбербанк пониз 08 минимальн 476 mcxgazp автоматическ идут 181 газпрома значен снижаетсяиндекс пункта активн фб выросли оборот роста0тqифру000а0j моэск mcxmsrs мсрс газп севст ммвбэт 213 mcxyndx 084 322 028 селигдар mcxselg селг ындx мрскур лкоh мгнт гмкнорник гмкн 207 034 mcxmvid мвид стабилизир iqiwi еврплана ыандеx 303 404 086 168 1029 паденияагро 1882 1544 акциймагнита 825 108912 107376 1264 1161 107622 1357612 681 54387 4406 13696 387405 1883 4948 09445 01762 4521 134129 4568 106147 16214 64821 14718 61635 56562,0.195092813832607
